run_index,repetition_index,R1,B1,R2,B2,log(R1/R2),log(B1/B2),R1 + R2,R/B total,B total
2,15,13807,66815,25161,113477,-0.260628573,-0.230033873,38968,0.216138265,180292
2,16,13664,65658,25525,114955,-0.271387897,-0.243240216,39189,0.216977737,180613
2,18,13680,65906,25331,114806,-0.267566238,-0.241039632,39011,0.215873877,180712
2,17,13648,66033,25550,115118,-0.272321891,-0.241382207,39198,0.216383017,181151
2,19,13760,66339,25340,114380,-0.265188177,-0.236581172,39100,0.216357992,180719
2,20,13979,66881,25124,113707,-0.25461268,-0.230484443,39103,0.216531552,180588
2,22,13598,65088,25705,116774,-0.276542571,-0.25384523,39303,0.216114416,181862
2,23,13880,67074,25168,113466,-0.258459239,-0.228311538,39048,0.21628448,180540
2,21,13697,65935,25590,115630,-0.27144483,-0.243954515,39287,0.216379809,181565
2,24,13739,66435,25349,114845,-0.266005708,-0.237715153,39088,0.215622242,181280
2,25,13593,65564,25394,115210,-0.271415798,-0.244824735,38987,0.215667076,180774
2,26,13670,66316,25280,114713,-0.267008555,-0.237994315,38950,0.215158897,181029
2,28,13799,66222,25298,114668,-0.263238574,-0.238439945,39097,0.216136879,180890
2,27,13761,66764,25277,114180,-0.264075534,-0.23304769,39038,0.215746308,180944
2,29,13630,65979,25567,115850,-0.273183916,-0.244490309,39197,0.215570674,181829
3,1,11183,55810,28798,129407,-0.410804002,-0.365245747,39981,0.215860315,185217
3,0,11183,55956,29334,131409,-0.418812963,-0.370778449,40517,0.216246364,187365
3,2,11367,56545,28693,129240,-0.402130098,-0.359002741,40060,0.215625589,185785
3,3,11046,55883,28914,129921,-0.417903138,-0.366399642,39960,0.215065338,185804
3,4,11337,56348,29039,130016,-0.40848351,-0.363118295,40376,0.216651285,186364
3,5,11054,55898,29116,131464,-0.42061225,-0.371410573,40170,0.214397797,187362
3,6,11295,56401,29107,130196,-0.411111211,-0.363310837,40402,0.216520094,186597
3,7,11206,56189,29152,131115,-0.415217737,-0.368001076,40358,0.215467902,187304
3,10,11197,56380,28974,130408,-0.412906778,-0.364179163,40171,0.215061995,186788
3,9,11449,57147,28593,128452,-0.397492169,-0.351747434,40042,0.215744697,185599
3,8,11254,56164,28975,130238,-0.410716534,-0.365279688,40229,0.2158185,186402
3,12,11189,56146,28834,129818,-0.41111362,-0.364016093,40023,0.215219075,185964
3,11,11156,56470,28952,130828,-0.414170065,-0.364882915,40108,0.214140034,187298
3,13,11196,55947,29115,130253,-0.415053905,-0.367010931,40311,0.216493018,186200
3,14,11295,56611,28695,128853,-0.404919994,-0.357193708,39990,0.21562136,185464
3,15,11276,56581,28919,129975,-0.409028204,-0.361189207,40195,0.215458093,186556
3,16,11287,57244,28540,128536,-0.402875444,-0.351294808,39827,0.21437722,185780
3,18,11265,56688,28977,130069,-0.410322225,-0.360682666,40242,0.215477867,186757
3,17,11103,55737,28932,130295,-0.415938117,-0.368784161,40035,0.215204911,186032
3,19,11042,55168,29000,131031,-0.419350255,-0.375686816,40042,0.21504949,186199
3,20,11266,56906,28659,129157,-0.405491286,-0.355959889,39925,0.214577858,186063
3,21,11273,56755,28902,129501,-0.40888839,-0.358268994,40175,0.215697749,186256
3,22,11198,56405,28875,130474,-0.41138153,-0.364206373,40073,0.214432868,186879
3,24,11086,56085,29014,130236,-0.417832732,-0.365884325,40100,0.21521997,186321
3,23,11282,56106,28837,129124,-0.407563982,-0.361997664,40119,0.216590185,185230
3,25,11237,56285,28933,130641,-0.410743086,-0.365686826,40170,0.214897874,186926
3,26,11083,55732,28786,130041,-0.414523988,-0.367975672,39869,0.214611381,185773
3,28,11297,56891,28680,129028,-0.404616018,-0.355640398,39977,0.215023747,185919
3,27,11409,57528,28778,128955,-0.401813028,-0.35055891,40187,0.215499536,186483
3,29,11140,55747,28955,130207,-0.414838378,-0.368412832,40095,0.215617841,185954
4,0,8545,46079,33109,148356,-0.588233997,-0.50780207,41654,0.214230977,194435
4,1,8780,47087,32326,145581,-0.566057453,-0.490203677,41106,0.213351465,192668
4,2,8876,47498,32464,145940,-0.563184736,-0.487499019,41340,0.213711887,193438
4,3,8876,47313,32470,146379,-0.563264995,-0.490498289,41346,0.213462611,193692
4,4,8851,47687,32312,144763,-0.562371499,-0.482257573,41163,0.213889322,192450
4,6,8649,46795,32532,146806,-0.575344867,-0.496544354,41181,0.212710678,193601
4,5,8638,46293,32882,147934,-0.580545025,-0.504552674,41520,0.213770485,194227
4,7,8768,47256,32335,145372,-0.566772324,-0.488023808,41103,0.213380194,192628
4,8,8738,46376,32584,146782,-0.571592357,-0.500379514,41322,0.213928494,193158
4,10,8732,47200,32240,145317,-0.567281306,-0.488374425,40972,0.212822764,192517
4,11,8771,47055,32357,146328,-0.566919138,-0.492721659,41128,0.212676399,193383
4,9,8686,46832,32603,145780,-0.574437739,-0.493155241,41289,0.214363591,192612
4,12,8854,47463,32554,146605,-0.565464842,-0.489793597,41408,0.21336851,194068
4,14,8762,47315,32514,147355,-0.569467153,-0.493366032,41276,0.212030616,194670
4,15,8727,47016,32275,145220,-0.568001275,-0.489780755,41002,0.213289914,192236
4,13,8584,46150,32803,147352,-0.582223855,-0.50418433,41387,0.213884094,193502
4,16,8736,46883,32279,145511,-0.567607447,-0.491880431,41015,0.213182324,192394
4,19,8726,46846,32986,148720,-0.577514446,-0.501696863,41712,0.213288608,195566
4,17,8750,46711,32686,147315,-0.572353723,-0.498827805,41436,0.213559008,194026
4,18,8625,46366,32686,147355,-0.578602673,-0.502165246,41311,0.213249983,193721
4,20,8655,46478,32825,147179,-0.578937663,-0.500598416,41480,0.214193135,193657
4,21,8768,46430,32949,148059,-0.574941697,-0.503636128,41717,0.214495421,194489
4,22,8657,46519,32747,147170,-0.577804102,-0.50018892,41404,0.213765366,193689
4,23,8708,46802,32539,146099,-0.572485782,-0.494382831,41247,0.213824708,192901
4,24,8738,46880,32414,146255,-0.569320587,-0.494123119,41152,0.213073757,193135
4,25,8739,46830,32428,145967,-0.569458425,-0.493730524,41167,0.213525107,192797
4,26,8687,46584,32539,146488,-0.57353438,-0.497565273,41226,0.21352656,193072
4,27,8790,46834,32336,145429,-0.565697421,-0.492089766,41126,0.213904912,192263
4,28,8850,47456,32626,146294,-0.566620561,-0.488935385,41476,0.214069677,193750
4,29,8658,46825,32752,147297,-0.577820244,-0.497716116,41410,0.213319459,194122
5,0,6246,38149,36430,165417,-0.765857191,-0.637096982,42676,0.209642082,203566
5,1,6378,38294,36504,165336,-0.757655941,-0.635236694,42882,0.210587831,203630
5,2,6311,38335,36014,162948,-0.75637318,-0.628453567,42325,0.210276079,201283
5,3,6192,37768,36576,165379,-0.771365261,-0.641356374,42768,0.210527352,203147
5,4,6121,37477,36479,165229,-0.775220545,-0.644321456,42600,0.210156581,202706
5,5,6124,37801,36589,165892,-0.776315358,-0.642322154,42713,0.209693018,203693
5,6,6097,37214,36783,166804,-0.780530952,-0.651500108,42880,0.210177533,204018
5,7,6287,38195,36469,164534,-0.763480395,-0.634249142,42756,0.210902239,202729
5,8,6238,37739,36735,166194,-0.770034674,-0.643824953,42973,0.210721168,203933
5,9,6057,37505,36425,165047,-0.779141987,-0.643518465,42482,0.209733797,202552
5,10,6167,38087,36299,164984,-0.769820712,-0.636665063,42466,0.209118978,203071
5,11,6264,38181,36525,165267,-0.765738476,-0.636338845,42789,0.210319099,203448
5,12,6318,38355,36518,164747,-0.761927363,-0.632995528,42836,0.210908804,203102
5,13,6255,38248,36593,165508,-0.767170702,-0.63621026,42848,0.21029074,203756
5,14,6212,38296,36214,164056,-0.76564505,-0.631838704,42426,0.209664347,202352
5,15,6222,37830,36599,165414,-0.769539212,-0.640735922,42821,0.210687646,203244
5,16,6149,37998,36100,164249,-0.768702709,-0.635741996,42249,0.208898031,202247
5,17,6252,37908,36631,165257,-0.767829805,-0.639428993,42883,0.211074742,203165
5,18,6266,37930,35860,163346,-0.757619895,-0.634125661,42126,0.2092947,201276
5,19,6392,39008,36176,163823,-0.752783779,-0.623221191,42568,0.2098693,202831
5,20,6253,38179,36747,165821,-0.769133461,-0.637814981,43000,0.210784314,204000
5,21,6201,38121,36122,164283,-0.765310057,-0.63442834,42323,0.209101599,202404
5,22,6162,37453,36649,166382,-0.774340435,-0.64761973,42811,0.210027718,203835
5,23,6187,37701,36189,164573,-0.767096467,-0.640005716,42376,0.209498008,202274
5,24,6204,37823,36461,165551,-0.769156787,-0.641175836,42665,0.209785912,203374
5,25,6224,38200,36366,164432,-0.76662595,-0.633922976,42590,0.210183979,202632
5,27,6235,37817,36444,164835,-0.76678958,-0.639362359,42679,0.210602412,202652
5,26,6244,38202,36507,164764,-0.766913251,-0.634776227,42751,0.210631337,202966
5,28,6209,37869,36592,164998,-0.770364487,-0.639194843,42801,0.210980593,202867
5,29,6245,37980,36006,163380,-0.760842434,-0.633643931,42251,0.209828168,201360
6,0,22418,102034,16418,77049,0.135276613,0.121977906,38836,0.216860339,179083
6,1,22404,101894,16257,76120,0.139285158,0.126649832,38661,0.217179548,178014
6,2,22036,100373,16691,77833,0.120650407,0.110453135,38727,0.217315915,178206
6,3,22077,100528,16450,77421,0.127774155,0.113428266,38527,0.216505853,177949
6,4,22529,102120,16427,77004,0.137183658,0.122597521,38956,0.217480628,179124
6,5,22055,100602,16433,77133,0.127790207,0.115366392,38488,0.216547107,177735
6,6,22279,100728,16748,78400,0.123932741,0.108834148,39027,0.217872136,179128
6,7,22085,100314,16577,78118,0.124591466,0.108610432,38662,0.216676381,178432
6,8,22184,101409,16408,76897,0.130984209,0.120167103,38592,0.216436912,178306
6,9,22299,101682,16255,76082,0.137298414,0.125962159,38554,0.216883058,177764
6,10,22310,100778,16455,77454,0.132201684,0.114321884,38765,0.217497419,178232
6,11,22343,101670,16512,77012,0.131341806,0.120634421,38855,0.217453353,178682
6,12,22357,100944,16398,76973,0.134622645,0.117742097,38755,0.21782629,177917
6,13,22400,101790,16541,77387,0.131686257,0.119037103,38941,0.217332582,179177
6,14,22276,101442,16469,77456,0.13116998,0.117162738,38745,0.216575926,178898
6,15,22439,102196,16231,75943,0.140658221,0.128946148,38670,0.217077675,178139
6,16,22278,100882,16446,77377,0.131815914,0.115201796,38724,0.217234473,178259
6,17,22241,101121,16207,76173,0.137451678,0.123040296,38448,0.216860131,177294
6,19,21877,100082,16551,77419,0.121163528,0.111508418,38428,0.216494555,177501
6,18,22016,100455,16658,77736,0.121115559,0.111349368,38674,0.217036775,178191
6,20,22140,101147,16329,76817,0.132218028,0.119495664,38469,0.216161696,177964
6,22,22143,100700,16444,77371,0.129228992,0.114451261,38587,0.216694465,178071
6,24,22263,101396,16346,76873,0.134172192,0.120246993,38609,0.216577195,178269
6,23,22379,102103,16410,76462,0.134732095,0.125592849,38789,0.21722622,178565
6,21,22327,101632,16292,76829,0.136855971,0.121505292,38619,0.216400222,178461
6,25,22381,101242,16445,76604,0.133845609,0.121109268,38826,0.218312473,177846
6,26,22287,101608,16354,76527,0.13442762,0.123113215,38641,0.216919752,178135
6,27,22117,100624,16574,77574,0.125298883,0.112985392,38691,0.217123649,178198
6,28,22193,101487,16166,75568,0.137613439,0.128072487,38359,0.216650193,177055
6,29,22090,100448,16301,76823,0.131981468,0.116450031,38391,0.216566726,177271
7,0,25683,115303,13715,65961,0.27244994,0.242553376,39398,0.217351487,181264
7,1,25490,115393,13572,65392,0.273725984,0.246654844,39062,0.216068811,180785
7,2,25098,113817,13860,67414,0.257875885,0.227457038,38958,0.214963224,181231
7,3,25542,115086,13672,65684,0.271422851,0.243562903,39214,0.216927588,180770
7,5,25211,114398,13534,65953,0.2701639,0.239183877,38745,0.214831079,180351
7,4,25392,115269,13643,65931,0.26978703,0.242622863,39035,0.215424945,181200
7,6,25588,115485,13801,66095,0.268125786,0.242356972,39389,0.21692367,181580
7,7,25775,116447,13724,65806,0.273717965,0.247862811,39499,0.216726199,182253
7,8,25402,115166,13763,66204,0.266154802,0.240440053,39165,0.215939792,181370
7,9,25510,115113,13740,65804,0.268723726,0.242872079,39250,0.216950314,180917
7,10,25569,114795,13683,65877,0.271532416,0.241189159,39252,0.217255579,180672
7,11,25238,113780,13821,66663,0.261515469,0.232181075,39059,0.216461708,180443
7,12,25289,114300,13703,65369,0.266115999,0.242674389,38992,0.2170213,179669
7,13,25455,115316,13667,66093,0.270099907,0.241734104,39122,0.215656335,181409
7,14,25455,114614,13873,66709,0.263602715,0.235053239,39328,0.216894713,181323
7,15,25379,114412,13897,66844,0.261553448,0.233409147,39276,0.216687999,181256
7,17,25452,114942,13813,66309,0.265433903,0.238906271,39265,0.216633288,181251
7,16,25515,114957,13831,66470,0.265941991,0.237909743,39346,0.216869595,181427
7,18,25408,114551,13767,66247,0.266131168,0.237832669,39175,0.216678282,180798
7,19,25427,115582,13837,66979,0.264253182,0.236951546,39264,0.215073318,182561
7,21,25721,116830,13624,65610,0.275983214,0.250584339,39345,0.215659943,182440
7,20,25841,116360,13743,65667,0.27422777,0.248456537,39584,0.217462245,182027
7,22,25774,116569,13620,65575,0.277004717,0.249844772,39394,0.216279427,182144
7,24,25377,114242,13860,66347,0.262677049,0.236004507,39237,0.21727237,180589
7,23,25055,113521,13756,66669,0.26040224,0.231152267,38811,0.215389311,180190
7,25,25656,115175,13836,66457,0.268178394,0.238817488,39492,0.217428647,181632
7,26,25147,113838,13910,67080,0.257159052,0.229694203,39057,0.215882333,180918
7,27,25418,114687,13865,66869,0.263221501,0.234289364,39283,0.216368503,181556
7,28,25807,116308,13829,66316,0.270946745,0.243991265,39636,0.217036096,182624
7,29,25271,114040,13839,66887,0.261517718,0.231715491,39110,0.21616453,180927
8,1,29208,131112,11159,55681,0.417876542,0.371935416,40367,0.216105529,186793
8,0,29027,130241,11225,55875,0.412615803,0.367530186,40252,0.216273722,186116
8,2,29031,130556,11341,56547,0.408210645,0.363387266,40372,0.215774199,187103
8,3,28663,129212,11342,57064,0.402632001,0.354940638,40005,0.214761966,186276
8,4,29053,130681,11139,56031,0.41634478,0.367784076,40192,0.215262008,186712
8,5,28942,129770,11277,56498,0.409334959,0.36114123,40219,0.215920072,186268
8,7,29027,130916,11113,55714,0.416970839,0.371028388,40140,0.215077962,186630
8,6,28652,129180,11183,55735,0.408596618,0.365067275,39835,0.215423303,184915
8,9,28852,130597,11093,55753,0.415126911,0.369664959,39945,0.214354709,186350
8,8,28992,130696,11028,55886,0.419781419,0.36895927,40020,0.214490144,186582
8,10,28826,129354,11331,57021,0.405516143,0.355745033,40157,0.215463447,186375
8,11,28991,130250,11223,56224,0.412154233,0.364855992,40214,0.215654729,186474
8,12,28961,129538,11371,56209,0.406014894,0.362591329,40332,0.217134059,185747
8,14,29126,130187,11136,55871,0.417551623,0.367381175,40262,0.216394888,186058
8,13,28938,130373,11293,56724,0.408659184,0.361420811,40231,0.215027499,187097
8,15,29259,130796,11291,56553,0.413527072,0.364138814,40550,0.216440974,187349
8,17,28899,129920,11150,56208,0.413607948,0.363877879,40049,0.215169131,186128
8,16,29123,130824,11127,55422,0.417858022,0.37300523,40250,0.216112024,186246
8,18,29191,131534,11104,55401,0.41976952,0.375520423,40295,0.215556209,186935
8,19,28909,130021,11210,56632,0.411427457,0.360951603,40119,0.214938951,186653
8,20,28881,129900,11153,55887,0.413220524,0.366298354,40034,0.215483322,185787
8,21,28969,130317,11153,56136,0.414541802,0.36575961,40122,0.215185596,186453
8,23,28913,130451,11078,55742,0.416631795,0.369264866,39991,0.214782511,186193
8,22,28918,130024,11106,55979,0.415610584,0.365998386,40024,0.215179325,186003
8,24,28868,129971,11089,56166,0.415524313,0.364372965,39957,0.214664468,186137
8,25,28782,130163,11040,55977,0.416151895,0.36647793,39822,0.213935747,186140
8,26,28642,129028,11210,56398,0.407397728,0.359420262,39852,0.214921316,185426
8,27,28539,128563,11217,56709,0.405562032,0.355464009,39756,0.214581804,185272
8,28,28853,130047,11165,56294,0.412332248,0.363638229,40018,0.214756817,186341
8,29,28603,129078,11332,57058,0.40210502,0.354535683,39935,0.214547428,186136
9,0,32447,146199,8654,46855,0.573957658,0.49418846,41101,0.212898982,193054
9,1,32779,147137,8796,47071,0.57131048,0.494968472,41575,0.2140746,194208
9,2,32290,145724,8848,47349,0.562222931,0.488220273,41138,0.213069668,193073
9,3,32569,146373,8734,46942,0.571591237,0.493899385,41303,0.213656467,193315
9,4,32472,145599,8831,47341,0.565499154,0.487920965,41303,0.214071732,192940
9,5,32444,145862,8825,47399,0.565419679,0.488172985,41269,0.213540238,193261
9,6,32696,147411,8721,46851,0.573928338,0.497811027,41417,0.213201758,194262
9,8,32513,146825,8690,46268,0.573037268,0.501519283,41203,0.213384224,193093
9,7,32723,146821,8569,45815,0.58192297,0.505780487,41292,0.214352457,192636
9,9,32591,146761,8815,47292,0.56787537,0.491822981,41406,0.213374697,194053
9,10,32683,146944,8560,46603,0.581848149,0.498737983,41243,0.21309036,193547
9,12,32688,147508,8594,46737,0.580193,0.499154743,41282,0.212525419,194245
9,11,32812,146995,8674,46875,0.577813285,0.496361282,41486,0.213988755,193870
9,13,32199,145173,8672,46874,0.569723115,0.490953836,40871,0.212817696,192047
9,14,32582,146978,8638,46846,0.57656454,0.496579819,41220,0.212667162,193824
9,15,32713,147059,8709,46602,0.574752083,0.499087053,41422,0.213889219,193661
9,16,32701,146998,8644,46436,0.577846275,0.500456623,41345,0.213742155,193434
9,17,32300,146384,8729,46714,0.568238029,0.496046554,41029,0.212477602,193098
9,18,32402,145320,8832,47674,0.564512757,0.484043797,41234,0.21365431,192994
9,19,32580,146340,8639,46757,0.576487606,0.495516412,41219,0.213462664,193097
9,20,32689,147516,8729,46806,0.573437142,0.498537599,41418,0.213141075,194322
9,21,32422,146416,8715,46834,0.57057241,0.495027286,41137,0.21286934,193250
9,22,32307,145713,8702,46526,0.569677553,0.495802583,41009,0.213322999,192239
9,23,32449,145944,8709,46802,0.571233027,0.493921833,41158,0.213534911,192746
9,24,32957,147807,8671,46853,0.579878486,0.498957598,41628,0.213849789,194660
9,25,32484,145937,8754,46715,0.56946296,0.494709061,41238,0.214054357,192652
9,26,32480,145851,8791,47323,0.567577741,0.488837143,41271,0.213646764,193174
9,27,32645,146981,8619,46333,0.578359792,0.501370777,41264,0.213455828,193314
9,28,32312,146210,8720,46748,0.568847355,0.495214042,41032,0.212647312,192958
9,29,32733,147012,8833,47045,0.56887758,0.494839313,41566,0.214194798,194057
10,0,36158,164104,6305,38455,0.75851931,0.630166351,42463,0.209632749,202559
10,1,36495,165777,6212,38211,0.769001921,0.637335873,42707,0.209360355,203988
10,2,36182,164069,6255,37888,0.762265255,0.63652485,42437,0.210128889,201957
10,3,36526,164781,6238,38077,0.767556744,0.63624441,42764,0.21080756,202858
10,4,36084,162388,6357,38796,0.754062463,0.621766982,42441,0.21095614,201184
10,5,36365,164879,6270,37839,0.763416051,0.639225694,42635,0.210316795,202718
10,6,36772,166027,6154,37488,0.77635976,0.646286449,42926,0.210923028,203515
10,7,36552,165464,6115,37806,0.776514684,0.641142789,42667,0.209903085,203270
10,8,36323,164696,6320,38567,0.759464632,0.630467194,42643,0.20979224,203263
10,9,36483,164831,6211,38026,0.768929014,0.63695825,42694,0.210463528,202857
10,10,36501,164912,6357,38413,0.759052551,0.632774032,42858,0.210785688,203325
10,11,36189,164504,6306,38170,0.758822616,0.634454303,42495,0.20967169,202674
10,12,36524,165107,6181,38287,0.771519591,0.634714148,42705,0.209961946,203394
10,13,36720,165986,6123,37665,0.777938413,0.644133487,42843,0.210374611,203651
10,14,36484,164785,6258,38124,0.765666888,0.635719215,42742,0.210646152,202909
10,15,36390,164749,6171,37561,0.770626509,0.642085641,42561,0.210375167,202310
10,16,36300,164688,6183,37937,0.768707379,0.637598971,42483,0.209663171,202625
10,17,36290,165125,6163,37851,0.7699948,0.639735473,42453,0.209152806,202976
10,18,36714,166120,6277,38037,0.767079575,0.640215666,42991,0.210578133,204157
10,19,36170,164277,6139,37924,0.770250875,0.636662625,42309,0.209242289,202201
10,21,36737,166444,6148,37768,0.776369829,0.644144157,42885,0.21000235,204212
10,22,36242,164048,6254,38344,0.763054279,0.631273524,42496,0.209968773,202392
10,20,36217,164485,6206,38103,0.766100702,0.635167128,42423,0.209405295,202588
10,23,36295,164511,6229,38121,0.76542847,0.635030658,42524,0.209858265,202632
10,24,36184,164360,6319,38169,0.757868219,0.634085351,42503,0.209861304,202529
10,25,36262,165022,6195,37769,0.767410443,0.64040636,42457,0.209363335,202791
10,26,36551,166000,6231,37943,0.768341512,0.640976422,42782,0.2097743,203943
10,28,36409,164239,6388,38693,0.755843843,0.627843889,42797,0.210893304,202932
10,27,36448,165751,6146,37823,0.773081146,0.641700185,42594,0.209231041,203574
10,29,36473,164758,6265,37983,0.765050411,0.637257248,42738,0.210800973,202741
